date,"Precipitation (total, 30 min) [mm]","Absolute humidity (mean, 30 min) [gm-3]","Relative humidity (mean, 30 min) [%]","Air temperature (mean, 30 min) [Deg Celsius]","Atmospheric pressure (mean, 30 min) [hPa]","Wind direction (mean, 30 min) [Degrees]","Wind speed (mean, 30 min) [ms-1]",Snow distance corrected [mm],COSMOS sensor VWC [%],d86 75m (1 hour) [cm],Soil heat flux 1 [Wm-2],Soil heat flux 2 [Wm-2],Soil temperature profile (2 cm depth) [Deg Celsius],Soil temperature profile (5 cm depth) [Deg Celsius],Soil temperature profile (10 cm depth) [Deg Celsius],Soil temperature profile (20 cm depth) [Deg Celsius],Soil temperature profile (50 cm depth) [Deg Celsius],Soil temperature 1 [Deg Celsius],Soil temperature 2 [Deg Celsius],Soil moisture content (nominal depth 10cm) [%],Soil moisture content (nominal depth 10cm) [%],Potential evaporation (1 hour) [mm]
2021-01-15 15:30,0,4.358,99.9,-1.528,1020.352,159.13736,1.314,,,,-4.21104,-9.30177,2.553,2.78,3.147,3.759,5.206,3.18,3.5,42.99,44.87,
2021-01-15 16:00,0,4.346,99.9,-1.566,1020.123,129.81078,1.454,,56.2,15.55217,-4.63883,-9.71212,2.574,2.803,3.159,3.76,5.206,3.2,3.5,42.37,44.93,0.00612
2021-01-15 16:30,0,4.356,99.9,-1.535,1020.014,135.16027,1.117,,,,-5.38036,-9.93266,2.575,2.802,3.161,3.754,5.195,3.21,3.51,42.87,44.93,
2021-01-15 17:00,0,4.365,99.9,-1.504,1019.783,141.42647,1.328,,71.1,14.20116,-6.11697,-10.09364,2.583,2.813,3.169,3.754,5.191,3.22,3.5,42.43,44.93,0.00239
2021-01-15 17:30,0,4.345,99.9,-1.57,1019.817,152.22653,1.347,,,,-6.73901,-10.21653,2.583,2.826,3.178,3.758,5.193,3.23,3.5,42.76,44.87,
2021-01-15 18:00,0,4.333,99.9,-1.611,1019.853,190.47027,1.768,,37.7,18.36347,-7.19807,-10.46625,2.557,2.821,3.188,3.759,5.194,3.22,3.5,42.65,44.87,0.00268
2021-01-15 18:30,0,4.361,99.9,-1.518,1019.637,181.03322,2.201,,,,-7.5438,-10.73423,2.54,2.804,3.182,3.753,5.186,3.23,3.49,42.2,44.87,
2021-01-15 19:00,0,4.395,99.9,-1.406,1019.332,168.21884,2.477,,45.6,16.94093,-7.88675,-11.22014,2.522,2.794,3.177,3.751,5.18,3.23,3.48,42.26,44.82,0.00303
2021-01-15 19:30,0,4.408,99.9,-1.363,1019.28,165.73642,4.206,,,,-8.23835,-11.46875,2.497,2.775,3.168,3.745,5.171,3.24,3.47,42.65,44.87,
2021-01-15 20:00,0,4.457,99.9,-1.206,1019.201,157.76371,8.75,,49.5,16.37405,-8.50878,-11.53925,2.476,2.766,3.165,3.747,5.169,3.22,3.47,42.59,44.82,0.00237
2021-01-15 20:30,0,4.544,99.9,-0.927,1018.789,160.97312,7.388,,,,-8.63275,-11.48571,2.46,2.751,3.159,3.745,5.168,3.22,3.45,42.37,44.82,
2021-01-15 21:00,0,4.57,99.9,-0.844,1018.292,163.70023,4.353,,48,16.58332,-8.70405,-11.41285,2.457,2.745,3.153,3.745,5.168,3.21,3.45,42.48,44.82,0.00262
2021-01-15 21:30,0,4.542,99.9,-0.932,1018.146,320.88825,7.377,,,,-8.77255,-11.53947,2.443,2.735,3.148,3.748,5.169,3.21,3.44,42.2,44.82,
2021-01-15 22:00,0,4.59,99.9,-0.782,1017.884,181.12384,4.462,,47.6,16.64091,-8.85368,-11.56506,2.422,2.725,3.143,3.745,5.164,3.2,3.43,42.37,44.76,0.00262
2021-01-15 22:30,0,4.668,99.9,-0.538,1017.524,171.91409,3.583,,,,-8.91004,-11.55239,2.413,2.712,3.137,3.743,5.164,3.2,3.4,42.48,44.76,
2021-01-15 23:00,0,4.675,99.9,-0.517,1016.934,167.95252,3.95,,39.3,18.03978,-8.95984,-11.54494,2.397,2.696,3.123,3.736,5.158,3.2,3.4,42.43,44.82,0.0032
2021-01-15 23:30,0,4.728,99.9,-0.353,1016.413,160.43629,6.308,,,,-9.04164,-11.73542,2.38,2.686,3.115,3.732,5.157,3.2,3.4,42.43,44.82,
2021-01-16 0:00,0,4.819,99.9,-0.078,1015.824,160.38638,8.21,,45.2,17.00347,-9.10109,-11.70182,2.368,2.673,3.104,3.724,5.154,3.18,3.4,42.65,44.82,0.00251
2021-01-16 0:30,0,4.845,99.9,0,1015.044,165.9118,5.293,,,,-8.4139,-10.81167,2.242,2.564,3.04,3.717,5.151,3.17,3.37,42.31,44.76,
2021-01-16 1:00,0,4.865,99.9,0.059,1013.979,158.8787,9.27,,55.6,15.6191,-8.41326,-10.68082,2.347,2.649,3.085,3.709,5.143,3.17,3.37,42.26,44.76,0.00241
2021-01-16 1:30,0,4.914,99.9,0.207,1013.299,163.26902,8.06,,,,-8.67803,-11.02392,2.34,2.639,3.074,3.705,5.14,3.17,3.35,42.54,44.76,
2021-01-16 2:00,0,4.989,99.9,0.427,1012.588,162.43184,7.781,,49,16.44265,-8.74006,-11.25543,2.328,2.633,3.065,3.702,5.138,3.16,3.35,42.37,44.7,0.00233
2021-01-16 2:30,0,5.034,99.9,0.557,1011.832,164.78482,6.64,,,,-8.75522,-11.27372,2.318,2.624,3.056,3.693,5.131,3.16,3.35,41.76,44.7,
2021-01-16 3:00,0,5.049,99.9,0.601,1011.185,173.26845,4.519,,46.7,16.77338,-8.70449,-11.15852,2.317,2.618,3.048,3.686,5.129,3.17,3.34,42.43,44.7,0.0029
2021-01-16 3:30,0,5.06,99.9,0.632,1010.415,173.67785,4.717,,,,-8.68636,-11.22629,2.316,2.615,3.042,3.682,5.129,3.15,3.33,42.2,44.7,
2021-01-16 4:00,0,5.125,99.9,0.819,1009.737,173.90532,4.366,,52,16.04716,-8.64648,-10.9519,2.315,2.608,3.036,3.674,5.126,3.15,3.32,42.59,44.7,0.00299
2021-01-16 4:30,0,5.234,100,1.113,1008.9,173.97464,4.564,,,,-8.52479,-10.77813,2.317,2.609,3.034,3.672,5.126,3.15,3.32,42.31,44.7,
2021-01-16 5:00,0.43,5.316,100,1.341,1008,174.64454,4.959,,,,-8.46947,-10.66538,2.315,2.608,3.028,3.665,5.123,3.15,3.31,42.31,44.76,0.00287
2021-01-16 5:30,0.47,5.368,100,1.483,1007.148,175.54413,5.615,,,,-8.42049,-10.57561,2.315,2.606,3.024,3.662,5.123,3.12,3.31,42.2,44.64,
2021-01-16 6:00,0.28,5.457,99.9,1.738,1006.204,173.40484,5.316,,45,17.03507,-8.5036,-10.75973,2.307,2.597,3.019,3.655,5.119,3.13,3.3,42.71,44.64,0.00319
2021-01-16 6:30,0.6,5.533,99.5,2.003,1005.626,173.26611,5.454,,,,-8.64251,-10.92135,2.303,2.583,3.011,3.65,5.117,3.1,3.3,43.55,44.76,
2021-01-16 7:00,0.5,5.552,98.7,2.172,1005.091,172.54946,6.268,,56.5,15.51915,-8.88216,-10.86619,2.292,2.568,2.992,3.642,5.113,3.1,3.3,43.95,45.58,0.00445
2021-01-16 7:30,0.36,5.483,97.6,2.153,1004.634,173.18125,6.145,,,,-8.79784,-10.71501,2.287,2.55,2.97,3.624,5.109,3.1,3.3,44.87,45.93,
2021-01-16 8:00,0,5.442,97.2,2.104,1004.291,181.04393,6.219,,66.2,14.58842,-8.6464,-10.50372,2.283,2.537,2.947,3.598,5.099,3.09,3.28,45.34,46.17,0.00692
2021-01-16 8:30,0,5.425,97.5,2.012,1004.231,181.78753,5.574,,,,-8.20796,-10.03319,2.306,2.544,2.939,3.588,5.093,3.08,3.28,45.75,46.34,
2021-01-16 9:00,0,5.456,98.4,1.959,1004.148,180.87066,5.582,,63,14.86875,-7.71051,-9.59294,2.344,2.566,2.947,3.59,5.096,3.08,3.27,45.87,46.46,0.00618
2021-01-16 9:30,0,5.482,98.6,2.001,1004.01,184.3494,5.077,,,,-7.27407,-9.20048,2.373,2.587,2.953,3.584,5.089,3.1,3.27,45.69,46.4,
2021-01-16 10:00,0,5.52,98.8,2.073,1003.883,179.17769,5.008,,48.5,16.5124,-6.87486,-8.81508,2.409,2.611,2.961,3.582,5.086,3.1,3.28,45.22,46.4,0.00728
2021-01-16 10:30,0,5.597,99.3,2.201,1003.859,170.83192,5.331,,,,-6.35967,-8.10392,2.452,2.638,2.973,3.578,5.081,3.1,3.28,46.05,46.34,
2021-01-16 11:00,0,5.702,99.3,2.478,1003.689,181.24022,4.468,,66.1,14.59684,-5.55419,-7.29701,2.505,2.668,2.984,3.576,5.075,3.11,3.29,45.87,46.4,0.01243
2021-01-16 11:30,0,5.876,99.1,2.952,1003.475,188.11335,4.074,,,,-4.55242,-6.10198,2.583,2.713,3.003,3.577,5.073,3.14,3.3,45.34,46.29,
2021-01-16 12:00,0,6.008,99.2,3.27,1003.292,190.18932,3.013,,68.3,14.41664,-2.75254,-4.53206,2.691,2.771,3.023,3.577,5.066,3.16,3.3,45.63,46.4,0.02892
2021-01-16 12:30,0,6.247,99.1,3.867,1002.914,176.34072,1.568,,,,-0.60603,-3.18974,2.818,2.853,3.057,3.584,5.065,3.17,3.31,45.4,45.93,
2021-01-16 13:00,0,6.614,98.9,4.758,1002.525,192.24963,1.696,,64.7,14.71691,1.56093,-1.61031,2.985,2.948,3.092,3.584,5.059,3.22,3.35,45.17,46.64,0.05499
2021-01-16 13:30,0,7.098,98,5.968,1002.287,208.61046,2.557,,,,3.52534,0.37924,3.194,3.072,3.143,3.591,5.056,3.26,3.35,45.69,46.58,
2021-01-16 14:00,0,7.153,94.7,6.609,1002.256,219.14979,2.219,,44.9,17.05095,5.58389,2.35274,3.407,3.218,3.206,3.599,5.051,3.31,3.38,46.05,46.17,0.05596
2021-01-16 14:30,0,7.117,94.6,6.549,1002.283,229.44221,2.501,,,,6.56159,3.27462,3.556,3.348,3.277,3.609,5.046,3.37,3.42,45.17,45.99,
2021-01-16 15:00,0,7.218,93.7,6.912,1002.437,232.83255,1.801,,44.9,17.05095,6.71849,3.58553,3.636,3.443,3.341,3.622,5.038,3.43,3.47,44.47,46.23,0.03703
2021-01-16 15:30,0,7,91.9,6.738,1002.538,235.70377,2.164,,,,6.12802,3.70117,3.695,3.515,3.404,3.641,5.03,3.47,3.52,44.82,45.93,
2021-01-16 16:00,0,6.812,93.2,6.107,1002.776,246.44839,2.188,,47.2,16.69928,4.67843,2.58359,3.695,3.567,3.462,3.663,5.026,3.52,3.56,43.95,45.87,0.01542
2021-01-16 16:30,0,6.53,94.8,5.204,1002.959,264.35175,0.968,,,,2.55746,-0.02888,3.621,3.58,3.515,3.699,5.033,3.57,3.6,44.7,45.93,
2021-01-16 17:00,0,6.689,96.3,5.331,1003.374,81.31365,0.349,,44.2,17.16372,-0.12006,-1.85458,3.495,3.53,3.535,3.716,5.023,3.58,3.65,45.46,45.87,0.0022
2021-01-16 17:30,0,6.703,94.2,5.698,1003.826,208.8355,0.662,,,,-1.2785,-1.08396,3.462,3.503,3.55,3.743,5.024,3.6,3.67,44.24,45.87,
2021-01-16 18:00,0,6.658,92.3,5.905,1004.074,163.1416,0.483,,45.2,17.00347,-1.30813,-1.14521,3.457,3.493,3.552,3.758,5.016,3.61,3.7,44.07,45.81,0.00292
2021-01-16 18:30,0,6.543,91.4,5.79,1004.43,233.46835,0.846,,,,-1.57874,-1.38788,3.463,3.499,3.568,3.781,5.016,3.63,3.71,44.18,45.75,
2021-01-16 19:00,0,6.36,92.4,5.192,1004.768,243.8705,1.359,,50.8,16.2008,-1.87288,-2.296,3.465,3.511,3.581,3.801,5.017,3.65,3.73,43.78,45.69,0.00545
2021-01-16 19:30,0,6.186,92.2,4.807,1004.987,63.87455,0.589,,,,-2.80768,-4.40758,3.4,3.497,3.591,3.82,5.017,3.65,3.75,43.89,45.63,
2021-01-16 20:00,0,6.001,91.5,4.464,1005.173,289.19183,0.698,,54.2,15.78001,-4.4588,-6.8259,3.299,3.453,3.594,3.833,5.013,3.65,3.77,43.72,45.52,0.00389
2021-01-16 20:30,0,5.855,88.3,4.628,1005.076,335.61919,0.71,,,,-6.0309,-8.24707,3.212,3.4,3.586,3.85,5.014,3.65,3.77,43.89,45.52,
2021-01-16 21:00,0,5.658,85.9,4.527,1005.02,291.93444,1.408,,43.2,17.32981,-7.13832,-8.31112,3.146,3.351,3.574,3.856,5.011,3.64,3.78,43.89,45.52,0.00998
2021-01-16 21:30,0,5.515,87.9,3.796,1005.203,273.3909,2.088,,,,-7.81404,-8.39068,3.112,3.313,3.559,3.866,5.01,3.61,3.78,43.67,45.52,
2021-01-16 22:00,0,5.631,84.4,4.721,1005.474,328.88467,0.809,,55.3,15.65302,-8.06808,-8.66761,3.085,3.289,3.542,3.872,5.007,3.61,3.78,43.61,45.46,0.01297
2021-01-16 22:30,0,5.681,85.5,4.658,1005.414,288.70206,1.597,,,,-8.03067,-7.87709,3.084,3.276,3.537,3.882,5.01,3.59,3.77,43.89,45.34,
2021-01-16 23:00,0,5.786,88.2,4.467,1005.538,285.17829,1.17,,43.6,17.26265,-7.82178,-7.64312,3.081,3.263,3.522,3.879,5.005,3.57,3.77,43.21,45.34,0.00779
2021-01-16 23:30,0,5.829,88.8,4.477,1005.418,259.6235,1.331,,,,-7.51974,-7.04387,3.095,3.265,3.519,3.883,5.007,3.57,3.79,43.5,45.28,
2021-01-17 0:00,0,5.866,90.8,4.235,1005.475,264.03726,1.16,,48.9,16.45651,-7.10083,-6.70585,3.113,3.271,3.515,3.883,5.006,3.57,3.79,43.27,45.34,-0.00263
2021-01-17 0:30,0,5.88,90,4.406,1005.548,256.87513,1.375,,,,-6.06911,-5.7651,3.017,3.183,3.46,3.887,5.008,3.56,3.77,44.35,45.28,
2021-01-17 1:00,0,5.865,87.6,4.773,1005.758,281.35331,1.238,,60.1,15.14438,-5.81841,-5.49002,3.151,3.288,3.514,3.887,5.005,3.56,3.77,42.99,45.22,-0.00433
2021-01-17 1:30,0,5.832,88.1,4.602,1005.888,266.64702,1.408,,,,-5.68827,-5.48519,3.186,3.308,3.53,3.897,5.015,3.57,3.78,43.33,45.17,
2021-01-17 2:00,0,5.836,89.7,4.342,1005.973,271.057,0.676,,34.5,19.07809,-5.38841,-5.49997,3.206,3.327,3.535,3.899,5.015,3.57,3.77,42.99,45.22,-0.00393
2021-01-17 2:30,0,5.806,89.7,4.266,1006.029,253.65431,1.309,,,,-5.2585,-5.4504,3.219,3.339,3.542,3.903,5.018,3.57,3.79,42.76,45.11,
2021-01-17 3:00,0,5.749,89.5,4.151,1006.266,256.74735,1.227,,43.3,17.31293,-5.29744,-5.67966,3.227,3.349,3.548,3.903,5.018,3.58,3.79,43.04,45.17,-0.00894
2021-01-17 3:30,0,5.563,85.9,4.273,1006.345,278.75122,1.142,,,,-5.55991,-6.1473,3.214,3.352,3.557,3.911,5.022,3.6,3.79,42.93,45.05,
2021-01-17 4:00,0,5.407,86,3.829,1006.553,268.06216,1.851,,39.3,18.03978,-6.23602,-7.17443,3.167,3.332,3.551,3.909,5.015,3.6,3.79,43.1,45.05,-0.02484
2021-01-17 4:30,0,5.336,86.6,3.526,1007.028,271.9737,1.799,,,,-7.41092,-8.51917,3.103,3.3,3.546,3.91,5.013,3.6,3.79,42.87,45.11,
2021-01-17 5:00,0,5.28,89.1,2.944,1007.525,268.92134,1.147,,42.1,17.51964,-8.42648,-10.26918,3.039,3.265,3.537,3.91,5.013,3.59,3.79,42.59,44.99,-0.02801
2021-01-17 5:30,0,5.276,87.6,3.187,1007.814,279.64292,1.072,,,,-8.97604,-11.39192,2.987,3.228,3.523,3.915,5.016,3.57,3.79,42.93,45.05,
2021-01-17 6:00,0,5.176,88.4,2.766,1008.051,294.05369,0.876,,61.1,15.04686,-9.36061,-12.55258,2.946,3.2,3.516,3.921,5.024,3.56,3.79,42.65,45.05,-0.03116
2021-01-17 6:30,0,5.062,91.3,1.958,1008.406,261.76438,1.107,,,,-9.72324,-14.11472,2.892,3.168,3.504,3.926,5.03,3.54,3.78,43.04,45.05,
2021-01-17 7:00,0,5.154,90.5,2.355,1008.841,263.57218,0.924,,49.9,16.31996,-10.12127,-14.61118,2.841,3.13,3.486,3.924,5.031,3.52,3.77,42.99,44.99,-0.03018
2021-01-17 7:30,0,5.115,88.5,2.573,1009.36,273.1933,1.727,,,,-10.47808,-13.58992,2.805,3.093,3.458,3.918,5.027,3.5,3.76,42.65,44.99,
2021-01-17 8:00,0,5.137,87.9,2.737,1009.902,269.12399,1.371,,50.7,16.21387,-10.74261,-13.72174,2.782,3.072,3.446,3.917,5.03,3.49,3.76,43.04,44.93,-0.02425
2021-01-17 8:30,0,5.095,86.6,2.838,1010.47,272.96244,1.399,,,,-10.98667,-14.52095,2.746,3.043,3.425,3.905,5.028,3.46,3.74,42.48,44.93,
2021-01-17 9:00,0,5.123,86.2,2.988,1010.929,286.22373,0.677,,45.2,17.00347,-11.21991,-15.11288,2.693,3.005,3.395,3.892,5.026,3.45,3.74,42.54,44.93,-0.01716
2021-01-17 9:30,0,5.318,82.1,4.275,1011.336,41.14869,0.754,,,,-11.19929,-13.88419,2.693,2.986,3.379,3.88,5.031,3.42,3.74,42.37,45.11,
2021-01-17 10:00,0,5.417,81,4.757,1011.706,266.82017,1.02,,42.6,17.4324,-10.66291,-12.45678,2.713,2.978,3.361,3.872,5.03,3.41,3.7,42.43,45.05,0.01312
2021-01-17 10:30,0,5.536,80.4,5.198,1012.111,264.25497,1.256,,,,-10.01658,-11.04386,2.755,2.985,3.343,3.862,5.026,3.4,3.7,42.71,45.28,
2021-01-17 11:00,0,5.583,82,5.028,1012.324,233.7924,1.389,,53.5,15.86306,-9.27114,-8.37353,2.885,3.029,3.346,3.862,5.027,3.4,3.7,42.65,45.17,0.04151
2021-01-17 11:30,0,5.653,79.21,5.744,1012.475,228.50353,1.323,,,,-7.76106,-6.21473,3.063,3.119,3.365,3.857,5.025,3.38,3.7,42.37,45.05,
2021-01-17 12:00,0,5.742,79.95,5.839,1012.448,235.81008,1.248,,41.9,17.55499,-4.78824,-4.23608,3.262,3.234,3.402,3.857,5.027,3.4,3.73,42.15,44.76,0.04541
2021-01-17 12:30,0,5.752,80.6,5.743,1012.498,223.04164,1.305,,,,-1.6213,-2.00693,3.471,3.364,3.446,3.852,5.021,3.42,3.74,42.37,45.05,
2021-01-17 13:00,0,5.993,81,6.294,1012.567,199.32491,1.686,,48,16.58332,0.76478,-0.48601,3.652,3.5,3.504,3.853,5.02,3.46,3.77,42.04,45.05,0.03806
2021-01-17 13:30,0,5.988,78.34,6.793,1012.454,227.06506,1.288,,,,2.4519,0.92762,3.796,3.622,3.569,3.858,5.019,3.5,3.8,42.37,44.76,
2021-01-17 14:00,0,5.94,79.21,6.499,1012.487,273.44491,1.316,,43.5,17.27935,3.46166,1.70869,3.91,3.727,3.636,3.876,5.019,3.55,3.87,42.26,45.17,0.02483
2021-01-17 14:30,0,5.958,82.4,5.943,1012.454,272.60438,1.621,,,,3.32218,1.37438,3.955,3.811,3.708,3.902,5.028,3.6,3.89,41.76,44.99,
2021-01-17 15:00,0,5.98,83.7,5.759,1012.638,266.53558,2.022,,,,2.4956,0.95951,3.953,3.851,3.765,3.923,5.031,3.65,3.94,42.26,44.64,0.00718
2021-01-17 15:30,0,5.907,84.6,5.409,1012.817,262.80412,1.747,,,,1.53141,0.16194,3.927,3.866,3.808,3.948,5.031,3.68,3.97,42.15,44.76,
2021-01-17 16:00,0,5.879,86.1,5.071,1013.061,263.12493,1.735,,37.5,18.40541,0.13729,-1.2235,3.868,3.858,3.832,3.964,5.023,3.72,3.99,41.87,44.7,-0.01263
2021-01-17 16:30,0,5.845,87.5,4.741,1012.983,256.25034,2.058,,,,-1.49661,-2.38771,3.802,3.839,3.85,3.983,5.021,3.74,4.04,42.48,44.76,
2021-01-17 17:00,0,5.819,88.5,4.5,1013.138,253.47727,1.913,,,,-2.92536,-3.2881,3.743,3.813,3.86,4.003,5.022,3.77,4.04,42.04,44.76,-0.01399
2021-01-17 17:30,0,5.766,90.4,4.043,1013.085,254.895,1.683,,,,-4.03396,-4.53302,3.691,3.789,3.868,4.03,5.027,3.77,4.06,42.2,44.64,
2021-01-17 18:00,0,5.786,89.4,4.262,1013.117,238.23721,1.501,,50.5,16.24014,-5.11188,-6.26968,3.628,3.755,3.868,4.046,5.026,3.77,4.06,42.26,44.7,-0.01761
2021-01-17 18:30,0,5.792,89.9,4.196,1013.112,227.91603,0.877,,,,-6.29434,-7.79755,3.554,3.716,3.867,4.064,5.029,3.79,4.08,42.15,44.64,
2021-01-17 19:00,0,5.723,90.4,3.931,1012.903,252.99744,1.641,,46.7,16.77338,-7.2227,-8.01206,3.501,3.679,3.864,4.079,5.035,3.77,4.06,42.87,44.7,-0.02367
2021-01-17 19:30,0,5.941,89.6,4.629,1012.908,165.37487,0.9,,,,-7.95074,-9.4099,3.442,3.641,3.852,4.091,5.038,3.77,4.08,42.2,44.7,
2021-01-17 20:00,0,5.872,91.3,4.17,1012.794,213.7997,1.645,,50.3,16.26657,-8.45573,-9.48224,3.4,3.598,3.831,4.094,5.033,3.77,4.07,42.2,44.7,-0.01881
2021-01-17 20:30,0,5.906,93,3.979,1012.414,204.24633,1.141,,,,-8.56287,-8.58889,3.383,3.573,3.814,4.098,5.032,3.75,4.06,42.37,44.76,
2021-01-17 21:00,0,5.999,93.1,4.196,1012.413,228.21001,2.252,,48.4,16.52649,-8.4106,-7.47376,3.389,3.565,3.802,4.102,5.033,3.74,4.06,42.37,44.7,-0.01436
2021-01-17 21:30,0,6.047,92.5,4.414,1012.197,223.3357,2.421,,,,-8.30127,-7.06477,3.399,3.564,3.798,4.108,5.037,3.73,4.05,42.26,44.7,
2021-01-17 22:00,0,6.186,89.3,5.29,1011.96,223.56488,2.425,,57,15.46475,-7.90326,-6.1867,3.441,3.578,3.798,4.113,5.045,3.72,4.05,42.15,44.7,-0.00745
2021-01-17 22:30,0,6.113,90.5,4.909,1011.716,211.04451,3.457,,,,-7.19904,-5.44276,3.48,3.594,3.794,4.11,5.041,3.73,4.04,41.93,44.64,
2021-01-17 23:00,0,6.052,91.6,4.574,1011.664,210.06516,2.352,,39.2,18.05941,-6.62666,-5.18116,3.505,3.608,3.798,4.11,5.042,3.73,4.05,42.04,44.64,-0.00537
2021-01-17 23:30,0,6.015,91.3,4.53,1011.381,223.81881,2.166,,,,-6.43748,-5.61543,3.505,3.621,3.807,4.115,5.046,3.73,4.06,42.26,44.7,
2021-01-18 0:00,0,6.05,90.8,4.701,1011.053,224.81197,1.597,,41.9,17.55499,-6.74298,-6.27899,3.484,3.615,3.809,4.115,5.047,3.73,4.06,42.04,44.64,-0.01512
2021-01-18 0:30,0,6.188,89.5,5.261,1010.664,220.33148,2.084,,,,-6.24897,-5.20436,3.367,3.514,3.754,4.117,5.048,3.74,4.05,42.2,44.59,
2021-01-18 1:00,0,6.26,89.6,5.419,1010.352,233.80383,3.157,,68.1,14.43261,-5.78852,-4.27466,3.523,3.619,3.807,4.116,5.046,3.74,4.04,42.31,44.64,0.00245
2021-01-18 1:30,0,6.278,89.7,5.447,1009.983,213.46468,2.411,,,,-4.97247,-3.82288,3.581,3.652,3.816,4.123,5.052,3.74,4.05,42.04,44.7,
2021-01-18 2:00,0,6.302,89.4,5.556,1009.788,232.52272,2.903,,54.2,15.78001,-4.16222,-3.43121,3.627,3.684,3.827,4.126,5.055,3.77,4.06,41.87,44.64,-0.00236
2021-01-18 2:30,0,6.296,90.9,5.289,1009.585,236.95286,3.652,,,,-3.68943,-3.36858,3.653,3.709,3.839,4.128,5.056,3.77,4.06,42.09,44.64,
2021-01-18 3:00,0,6.255,91.2,5.14,1009.331,237.21872,3.127,,49.2,16.41508,-3.64022,-3.47631,3.665,3.727,3.854,4.13,5.058,3.79,4.07,42.15,44.64,-0.00664
2021-01-18 3:30,0,6.254,89.7,5.387,1009.206,234.09364,2.962,,,,-3.8353,-3.61237,3.666,3.736,3.862,4.133,5.059,3.79,4.07,41.82,44.59,
2021-01-18 4:00,0,6.107,91.3,4.759,1009.154,242.4636,2.862,,49.4,16.38768,-4.05478,-3.90323,3.662,3.739,3.871,4.137,5.059,3.82,4.09,41.6,44.64,-0.01434
2021-01-18 4:30,0,6.164,90.8,4.983,1009.121,225.13963,1.883,,,,-4.72957,-4.61373,3.632,3.735,3.876,4.142,5.062,3.83,4.09,41.93,44.59,
2021-01-18 5:00,0,6.056,88.8,5.054,1008.717,211.82624,1.48,,38.1,18.2806,-4.93103,-4.39296,3.631,3.733,3.881,4.152,5.066,3.84,4.09,41.65,44.59,-0.01434
2021-01-18 5:30,0,5.917,86.5,5.099,1008.22,234.65142,2.736,,,,-5.2049,-5.04171,3.609,3.725,3.881,4.155,5.066,3.84,4.1,41.98,44.7,
2021-01-18 6:00,0,5.806,87.5,4.639,1008.114,240.39927,3.797,,51,16.17479,-5.73529,-5.48838,3.582,3.711,3.883,4.158,5.068,3.84,4.09,42.2,44.64,-0.01762
2021-01-18 6:30,0,5.786,89,4.332,1008.14,244.42721,2.606,,,,-6.38598,-6.19983,3.539,3.693,3.884,4.162,5.071,3.84,4.1,41.93,44.59,
2021-01-18 7:00,0,5.856,88.5,4.598,1008.066,249.66194,2.959,,40.9,17.73578,-6.84453,-6.14095,3.519,3.67,3.874,4.164,5.071,3.84,4.1,40.78,44.59,-0.01093
2021-01-18 7:30,0,5.882,90.2,4.377,1007.697,236.49597,3.533,,,,-6.6856,-6.03562,3.51,3.662,3.868,4.166,5.072,3.84,4.09,42.43,44.59,
2021-01-18 8:00,0,5.87,89.8,4.412,1007.591,228.71361,3.882,,39.4,18.02022,-6.91169,-6.3357,3.493,3.649,3.865,4.169,5.074,3.84,4.09,41.82,44.59,-0.01322
2021-01-18 8:30,0,5.824,90,4.262,1007.605,239.11731,4.059,,,,-7.11337,-6.55724,3.476,3.637,3.857,4.17,5.076,3.83,4.09,42.04,44.59,
2021-01-18 9:00,0,5.863,91.6,4.096,1007.708,236.06614,3.359,,52.8,15.94791,-7.14709,-6.5813,3.468,3.631,3.853,4.175,5.082,3.84,4.09,41.71,44.59,-0.00803
2021-01-18 9:30,0,5.987,90.9,4.528,1007.763,227.09999,1.703,,,,-7.00983,-6.66471,3.472,3.629,3.855,4.179,5.087,3.82,4.09,41.87,44.53,
2021-01-18 10:00,0,6.115,91.1,4.812,1007.616,229.56765,1.957,,50.9,16.18777,-6.31668,-5.64974,3.512,3.643,3.859,4.186,5.094,3.82,4.09,41.93,44.3,0.00108
2021-01-18 10:30,0,6.213,90.2,5.203,1007.492,220.78815,1.915,,,,-4.90165,-4.47529,3.571,3.66,3.855,4.179,5.089,3.82,4.09,41.76,45.17,
2021-01-18 11:00,0,6.327,89.5,5.599,1007.5,222.30824,2.562,,46.2,16.84875,-3.31678,-3.29267,3.65,3.699,3.858,4.174,5.085,3.83,4.09,41.82,44.53,0.0187
2021-01-18 11:30,0,6.352,87.5,6.002,1007.383,216.77801,3.449,,,,-1.2956,-1.26551,3.777,3.761,3.874,4.173,5.084,3.86,4.09,41.71,44.64,
2021-01-18 12:00,0,6.344,87.5,5.983,1007.085,217.7166,3.971,,43.3,17.31293,0.78497,-0.29684,3.89,3.843,3.907,4.18,5.091,3.88,4.11,41.71,44.35,0.0332
2021-01-18 12:30,0,6.435,88.8,5.976,1006.679,222.01233,3.481,,,,1.97227,0.40493,3.971,3.91,3.939,4.183,5.091,3.9,4.14,42.09,45.17,
2021-01-18 13:00,0,6.51,89.1,6.101,1006.366,224.21617,3.459,,43.7,17.24602,2.86858,1.01433,4.047,3.972,3.976,4.191,5.092,3.96,4.15,41.82,44.41,0.02745
