date,"Precipitation (total, 30 min) [mm]","Absolute humidity (mean, 30 min) [gm-3]","Relative humidity (mean, 30 min) [%]","Air temperature (mean, 30 min) [Deg Celsius]","Atmospheric pressure (mean, 30 min) [hPa]","Wind direction (mean, 30 min) [Degrees]","Wind speed (mean, 30 min) [ms-1]",Snow distance corrected [mm],COSMOS sensor VWC [%],d86 75m (1 hour) [cm],Soil heat flux 1 [Wm-2],Soil heat flux 2 [Wm-2],Soil temperature profile (2 cm depth) [Deg Celsius],Soil temperature profile (5 cm depth) [Deg Celsius],Soil temperature profile (10 cm depth) [Deg Celsius],Soil temperature profile (20 cm depth) [Deg Celsius],Soil temperature profile (50 cm depth) [Deg Celsius],Soil temperature 1 [Deg Celsius],Soil temperature 2 [Deg Celsius],Soil moisture content (nominal depth 10cm) [%],Soil moisture content (nominal depth 10cm) [%],Potential evaporation (1 hour) [mm]
2021-01-08 21:30,0,5.136,96.7,1.327,1014.438,246.69511,0.572,,,,-8.2126,-10.36788,2.942,3.179,3.538,4.109,5.578,3.47,3.89,45.05,46.17,
2021-01-08 22:00,0,5.09,96.3,1.255,1014.598,228.0327,0.419,,66.6,14.55499,-8.11775,-10.13605,2.953,3.177,3.536,4.104,5.572,3.47,3.89,44.93,46.17,0.00519
2021-01-08 22:30,0,4.95,96,0.894,1014.681,194.93142,0.421,,,,-8.05412,-9.93158,2.964,3.188,3.539,4.103,5.57,3.47,3.89,45.58,46.17,
2021-01-08 23:00,0,4.807,96.2,0.434,1014.693,66.44774,0.658,,75.6,13.88379,-8.01358,-10.48421,2.96,3.189,3.543,4.102,5.565,3.47,3.89,44.64,46.11,0.00453
2021-01-08 23:30,0,4.665,96.2,-0.003,1014.792,250.0462,0.445,,,,-8.07479,-11.56715,2.943,3.188,3.547,4.109,5.566,3.47,3.89,44.59,45.99,
2021-01-09 0:00,0,4.754,97.3,0.109,1014.925,354.17654,0.525,,61.7,14.98962,-8.32072,-13.60259,2.892,3.17,3.545,4.112,5.565,3.47,3.89,44.24,45.93,0.00541
2021-01-09 0:30,0,4.672,97.2,-0.129,1014.934,300.22479,0.69,,,,-8.41517,-14.95588,2.715,3.042,3.484,4.107,5.559,3.5,3.9,44.64,45.87,
2021-01-09 1:00,0,4.629,97.4,-0.292,1015.022,300.94532,0.588,,62.1,14.95198,-9.09985,-16.56306,2.762,3.1,3.522,4.103,5.555,3.49,3.89,43.44,45.87,0.00579
2021-01-09 1:30,0,4.487,97.5,-0.759,1015.022,319.82469,0.554,,,,-9.96325,-18.31299,2.694,3.058,3.506,4.101,5.552,3.49,3.89,44.24,45.69,
2021-01-09 2:00,0,4.421,97.6,-0.986,1015.269,317.71823,0.576,,50.7,16.21387,-10.61996,-19.70382,2.637,3.02,3.495,4.105,5.556,3.49,3.87,44.24,45.75,0.00656
2021-01-09 2:30,0,4.512,98,-0.751,1015.437,348.4994,0.559,,,,-11.21447,-20.78533,2.578,2.976,3.469,4.097,5.548,3.48,3.87,43.72,45.69,
2021-01-09 3:00,0,4.532,98.1,-0.702,1015.521,327.61638,0.538,,56.8,15.48641,-11.75193,-21.51068,2.519,2.934,3.446,4.091,5.544,3.47,3.87,43.89,45.58,0.00738
2021-01-09 3:30,0,4.466,98.1,-0.913,1015.575,289.73269,0.64,,,,-12.24446,-21.93786,2.463,2.893,3.422,4.084,5.541,3.47,3.85,44.12,45.58,
2021-01-09 4:00,0,4.273,98.2,-1.564,1015.643,321.48917,0.495,,71.9,14.14224,-12.65145,-22.55677,2.415,2.86,3.408,4.081,5.544,3.45,3.84,43.5,45.52,0.00712
2021-01-09 4:30,0,4.256,98.3,-1.636,1015.569,266.34001,0.572,,,,-13.03488,-23.00396,2.367,2.825,3.392,4.082,5.55,3.43,3.82,43.84,45.46,
2021-01-09 5:00,0,4.166,98.3,-1.942,1015.588,257.67025,0.52,,43.8,17.22944,-13.36918,-23.41631,2.302,2.775,3.354,4.067,5.538,3.4,3.79,43.61,45.4,0.0069
2021-01-09 5:30,0,4.181,98.5,-1.919,1015.787,17.66073,0.47,,,,-13.70511,-23.74937,2.242,2.724,3.322,4.047,5.527,3.39,3.79,43.1,45.28,
2021-01-09 6:00,0,4.146,98.2,-1.996,1015.995,256.6662,0.385,,58.8,15.2753,-14.15155,-23.99562,2.191,2.686,3.298,4.036,5.526,3.37,3.79,43.16,45.28,0.00722
2021-01-09 6:30,0,3.982,98,-2.542,1016.02,30.04136,0.524,,,,-14.59039,-24.30278,2.143,2.65,3.274,4.031,5.53,3.37,3.77,43.21,45.28,
2021-01-09 7:00,0,3.981,98.4,-2.601,1016.245,340.95338,0.795,,58.3,15.32695,-15.00641,-24.67324,2.105,2.617,3.256,4.03,5.535,3.32,3.74,43.21,45.28,0.0072
2021-01-09 7:30,0,3.943,98.3,-2.722,1016.322,6.68099,0.661,,,,-15.34305,-24.96169,2.056,2.576,3.225,4.012,5.528,3.3,3.73,42.99,45.22,
2021-01-09 8:00,0,3.868,97.8,-2.924,1016.406,319.83042,0.647,,72.5,14.09879,-15.67858,-25.17974,2.003,2.527,3.186,3.988,5.514,3.27,3.71,43.04,45.22,0.00752
2021-01-09 8:30,0,3.82,97.9,-3.114,1016.585,256.83774,1.106,,,,-15.99365,-25.39104,1.971,2.5,3.168,3.985,5.522,3.27,3.7,43.16,45.17,
2021-01-09 9:00,0,3.887,97.9,-2.868,1016.71,258.43105,1.204,,64.4,14.74321,-16.11248,-25.24898,1.937,2.459,3.129,3.958,5.514,3.25,3.67,43.1,45.05,0.0133
2021-01-09 9:30,0,4.108,97.8,-2.069,1016.827,56.12541,0.24,,,,-15.87613,-25.33986,1.93,2.44,3.103,3.94,5.52,3.21,3.65,43.16,45.11,
2021-01-09 10:00,0,4.364,96.7,-1.039,1016.995,215.23094,0.434,,53.9,15.81539,-15.70669,-24.9575,1.936,2.425,3.076,3.92,5.517,3.2,3.63,42.93,44.93,0.04898
2021-01-09 10:30,0,4.391,95.7,-0.802,1016.934,221.69325,0.524,,,,-15.3638,-23.48856,1.96,2.416,3.047,3.906,5.514,3.17,3.6,42.99,45.63,
2021-01-09 11:00,0,4.469,93.2,-0.164,1016.87,213.62965,0.82,,74.5,13.95831,-14.87004,-21.71331,1.998,2.415,3.03,3.897,5.509,3.15,3.6,42.59,44.87,0.07329
2021-01-09 11:30,0,4.461,91.3,0.109,1016.799,234.95461,1.111,,,,-14.37451,-19.01233,2.026,2.421,3.02,3.883,5.499,3.14,3.6,42.26,45.11,
2021-01-09 12:00,0,4.457,91.4,0.079,1016.624,213.02588,1.246,,56.4,15.53012,-13.86057,-16.34929,2.075,2.455,3.038,3.882,5.499,3.12,3.59,42.26,44.82,0.106
2021-01-09 12:30,0,4.562,90.9,0.497,1016.37,213.5691,1.479,,,,-13.36259,-14.91679,2.12,2.478,3.041,3.867,5.492,3.1,3.6,42.76,44.93,
2021-01-09 13:00,0,4.757,90.4,1.19,1016.157,224.46999,1.608,,41.9,17.55499,-12.88486,-13.99167,2.177,2.513,3.05,3.858,5.493,3.09,3.59,42.43,45.05,0.08684
2021-01-09 13:30,0,4.722,90.5,1.067,1016.125,238.14422,2.265,,,,-12.46753,-13.18871,2.217,2.537,3.052,3.846,5.489,3.07,3.59,42.54,44.99,
2021-01-09 14:00,0,4.668,93,0.5,1016.054,251.10328,2.816,,60.7,15.08554,-12.05591,-13.08152,2.224,2.555,3.058,3.837,5.483,3.07,3.6,42.48,44.99,0.03715
2021-01-09 14:30,0,4.84,92.3,1.14,1015.846,227.34893,1.863,,,,-11.70322,-13.03494,2.236,2.569,3.068,3.831,5.486,3.07,3.6,42.54,45.22,
2021-01-09 15:00,0,4.888,92.1,1.315,1015.842,229.48655,1.687,,45.4,16.97209,-11.30664,-12.24506,2.262,2.58,3.07,3.827,5.481,3.07,3.6,42.43,45.05,0.04126
2021-01-09 15:30,0,4.795,93.2,0.86,1015.657,206.51364,2.06,,,,-10.90256,-11.92484,2.29,2.593,3.069,3.818,5.469,3.07,3.61,42.09,44.82,
2021-01-09 16:00,0,4.709,92.1,0.77,1015.338,206.51394,2.543,,57.3,15.43249,-10.5381,-11.9973,2.312,2.621,3.083,3.817,5.468,3.07,3.61,42.65,45.17,0.02054
2021-01-09 16:30,0,4.667,91.7,0.703,1015.389,213.12974,1.7,,,,-10.23268,-12.20089,2.315,2.628,3.09,3.811,5.461,3.08,3.61,42.48,45.05,
2021-01-09 17:00,0,4.622,92.1,0.496,1015.257,227.87096,1.984,,56.4,15.53012,-10.07339,-12.14735,2.328,2.645,3.103,3.815,5.463,3.09,3.62,42.59,44.99,0.00997
2021-01-09 17:30,0,4.631,92,0.543,1015.076,205.80434,3.049,,,,-10.03453,-12.30971,2.322,2.649,3.113,3.818,5.462,3.1,3.6,42.76,44.99,
2021-01-09 18:00,0,4.604,91.4,0.552,1014.953,203.84332,2.989,,40.4,17.82877,-10.00201,-12.53434,2.315,2.647,3.117,3.818,5.459,3.1,3.6,42.65,45.05,0.01139
2021-01-09 18:30,0,4.594,92.3,0.376,1015.012,205.73883,2.513,,,,-9.92705,-12.39992,2.319,2.648,3.125,3.819,5.46,3.12,3.6,42.65,44.99,
2021-01-09 19:00,0,4.63,92.6,0.442,1014.898,201.75342,2.758,,50.1,16.29318,-9.86612,-12.29761,2.318,2.645,3.124,3.815,5.454,3.12,3.6,42.26,44.99,0.01044
2021-01-09 19:30,0,4.68,92.9,0.552,1014.709,205.48035,2.277,,,,-9.79122,-12.12517,2.325,2.649,3.118,3.812,5.448,3.12,3.6,42.71,44.99,
2021-01-09 20:00,0,4.647,93,0.434,1014.573,170.63424,1.289,,57.2,15.44321,-9.69785,-11.96454,2.341,2.657,3.119,3.812,5.443,3.12,3.6,42.71,44.93,0.00913
2021-01-09 20:30,0,4.58,94,0.066,1014.713,66.64769,0.87,,,,-9.69156,-13.15539,2.346,2.657,3.115,3.805,5.43,3.14,3.58,42.37,44.93,
2021-01-09 21:00,0,4.624,94.7,0.1,1014.728,163.2348,0.752,,49.7,16.34692,-9.92885,-14.66729,2.346,2.668,3.12,3.806,5.43,3.15,3.57,42.65,44.87,0.00723
2021-01-09 21:30,0,4.638,93.4,0.342,1014.732,197.79301,1.058,,,,-10.16082,-14.84056,2.34,2.668,3.129,3.811,5.433,3.15,3.57,42.37,44.93,
2021-01-09 22:00,0,4.612,93.4,0.263,1014.851,113.58165,0.9,,66.5,14.56332,-10.29611,-14.18401,2.343,2.662,3.126,3.807,5.426,3.15,3.56,42.59,44.87,0.00802
2021-01-09 22:30,0,4.634,92,0.551,1014.874,236.72511,0.812,,,,-10.36448,-14.55791,2.337,2.658,3.122,3.803,5.419,3.15,3.56,42.43,44.93,
2021-01-09 23:00,0,4.558,90.2,0.597,1014.683,176.93351,0.968,,56.1,15.56324,-10.44075,-14.98452,2.331,2.655,3.119,3.802,5.415,3.16,3.55,42.2,44.87,0.00957
2021-01-09 23:30,0,4.523,87.8,0.88,1014.454,254.38124,1.312,,,,-10.53813,-15.39224,2.318,2.649,3.114,3.801,5.41,3.15,3.55,42.37,44.87,
2021-01-10 0:00,0,4.56,86.2,1.268,1014.162,239.21977,1.717,,52.5,15.98484,-10.72462,-14.70849,2.296,2.637,3.111,3.798,5.407,3.15,3.55,42.48,44.93,0.01453
2021-01-10 0:30,0,4.67,87.5,1.399,1013.945,233.63524,1.719,,,,-10.1069,-12.72446,2.169,2.53,3.053,3.797,5.405,3.15,3.55,42.26,44.82,
2021-01-10 1:00,0,4.733,90,1.181,1013.9,243.51701,1.355,,75.7,13.87711,-10.12206,-12.16311,2.286,2.621,3.101,3.792,5.4,3.13,3.55,42.31,44.76,0.01312
2021-01-10 1:30,0,4.789,91.1,1.176,1013.772,242.05801,1.313,,,,-10.40251,-12.27188,2.299,2.625,3.102,3.794,5.402,3.12,3.55,42.15,44.93,
2021-01-10 2:00,0,4.877,92.4,1.236,1013.756,235.96248,0.647,,63.1,14.85963,-10.38879,-11.78982,2.318,2.631,3.098,3.789,5.397,3.13,3.55,42.37,44.82,0.01009
2021-01-10 2:30,0,4.952,93.8,1.237,1013.795,51.86498,0.806,,,,-10.26876,-12.24445,2.353,2.644,3.096,3.784,5.394,3.12,3.54,42.43,44.82,
2021-01-10 3:00,0,5.077,94.5,1.495,1013.731,177.62816,0.542,,55.1,15.6758,-10.15262,-12.75021,2.374,2.66,3.097,3.778,5.389,3.12,3.55,42.37,44.7,0.00823
2021-01-10 3:30,0,5.06,95.7,1.261,1013.623,86.22554,0.678,,,,-10.03822,-13.91452,2.373,2.671,3.104,3.78,5.39,3.13,3.55,42.2,44.76,
2021-01-10 4:00,0,5.076,97,1.11,1013.462,282.09476,0.487,,54.5,15.74496,-10.0596,-14.14369,2.371,2.671,3.107,3.78,5.388,3.15,3.53,42.76,44.82,0.00768
2021-01-10 4:30,0,5.335,98,1.689,1013.445,264.95208,0.98,,,,-10.05835,-12.84977,2.385,2.672,3.107,3.775,5.383,3.14,3.54,42.04,44.76,
2021-01-10 5:00,0,5.567,98.4,2.257,1013.411,270,1.048,,47.3,16.68462,-9.90281,-11.88978,2.409,2.685,3.112,3.777,5.384,3.14,3.53,41.54,44.76,0.00696
2021-01-10 5:30,0,5.533,98,2.227,1013.303,267.211,1.224,,,,-9.71706,-11.48334,2.43,2.699,3.114,3.776,5.382,3.15,3.54,42.15,44.7,
2021-01-10 6:00,0,5.746,98,2.787,1013.178,257.46501,2.135,,61.4,15.01812,-9.54105,-11.20243,2.453,2.715,3.12,3.779,5.382,3.13,3.53,42.2,44.7,0.00682
2021-01-10 6:30,0,5.788,97.8,2.924,1013.029,262.2684,2.557,,,,-9.40066,-10.98554,2.459,2.72,3.118,3.771,5.371,3.15,3.55,42.15,44.7,
2021-01-10 7:00,0,5.795,97.9,2.928,1013.053,265.2138,2.243,,41.8,17.57276,-9.28413,-10.9102,2.477,2.733,3.131,3.772,5.371,3.15,3.54,42.48,44.59,0.00706
2021-01-10 7:30,0,5.752,98.1,2.787,1013.063,267.99258,1.973,,,,-9.14716,-10.86021,2.481,2.731,3.121,3.757,5.355,3.15,3.54,42.2,44.64,
2021-01-10 8:00,0,5.72,98.6,2.629,1013.116,269.3107,1.468,,63,14.86875,-9.01791,-10.96192,2.488,2.736,3.126,3.753,5.35,3.15,3.53,42.04,44.64,0.00539
2021-01-10 8:30,0,5.863,99.3,2.891,1013.059,261.8774,2.285,,,,-8.88998,-10.90579,2.498,2.749,3.134,3.758,5.352,3.17,3.54,41.93,44.64,
2021-01-10 9:00,0,5.993,99.2,3.231,1013.193,260.70269,2.192,,50.8,16.2008,-8.77136,-10.5879,2.518,2.758,3.138,3.76,5.35,3.17,3.55,42.15,44.59,0.00788
2021-01-10 9:30,0,6.008,98.5,3.374,1013.347,250.84114,2.21,,,,-8.60931,-10.20961,2.544,2.772,3.143,3.761,5.346,3.17,3.55,42.09,44.59,
2021-01-10 10:00,0,6.055,97.8,3.597,1013.546,249.73878,1.556,,58,15.35829,-8.37166,-9.78403,2.584,2.794,3.149,3.761,5.343,3.17,3.55,42.37,44.59,0.02125
2021-01-10 10:30,0,6.135,96.7,3.965,1013.572,245.52982,1.712,,,,-8.07484,-9.43246,2.629,2.822,3.161,3.76,5.341,3.17,3.55,41.98,44.99,
2021-01-10 11:00,0,6.168,96,4.153,1013.598,237.72601,1.608,,56.8,15.48641,-7.6771,-9.15811,2.682,2.852,3.172,3.759,5.338,3.18,3.56,41.93,44.76,0.04917
2021-01-10 11:30,0,6.266,94.6,4.613,1013.47,237.94262,1.345,,,,-7.12267,-8.60296,2.75,2.889,3.184,3.755,5.331,3.2,3.57,42.09,44.76,
2021-01-10 12:00,0,6.303,94.8,4.669,1013.391,242.75456,1.155,,63,14.86875,-6.47802,-8.3317,2.825,2.936,3.202,3.761,5.327,3.2,3.57,42.04,44.76,0.06201
2021-01-10 12:30,0,6.357,93.4,5.023,1013.051,231.96918,1.026,,,,-5.88592,-9.03297,2.901,2.987,3.228,3.763,5.323,3.2,3.6,42.59,44.59,
2021-01-10 13:00,0,6.382,92.5,5.23,1012.603,211.36173,1.573,,56.5,15.51915,-5.206,-10.57501,2.99,3.043,3.253,3.77,5.322,3.23,3.6,43.16,44.87,0.07451
2021-01-10 13:30,0,6.403,92,5.36,1012.349,206.77291,2.146,,,,-4.46816,-9.058,3.106,3.113,3.284,3.775,5.321,3.26,3.65,43.44,44.93,
2021-01-10 14:00,0,6.395,92.7,5.226,1012.193,215.02054,1.533,,58.8,15.2753,-3.85662,-7.45478,3.23,3.201,3.326,3.788,5.324,3.27,3.65,44.64,45.05,0.0507
2021-01-10 14:30,0,6.377,93.7,5.021,1012.191,223.93972,1.248,,,,-3.38204,-6.65106,3.319,3.283,3.376,3.801,5.326,3.3,3.68,44.41,44.93,
2021-01-10 15:00,0,6.326,94.6,4.757,1011.951,209.01536,1.323,,57.2,15.44321,-3.27654,-5.28807,3.365,3.336,3.413,3.81,5.319,3.32,3.7,45.17,44.82,0.02393
2021-01-10 15:30,0,6.287,95.6,4.504,1011.642,230.22983,1.54,,,,-3.46678,-5.02645,3.385,3.371,3.447,3.818,5.309,3.35,3.74,45.28,44.82,
2021-01-10 16:00,0,6.242,96,4.332,1011.6,197.8667,0.864,,56.1,15.56324,-3.75674,-5.69264,3.385,3.397,3.478,3.829,5.302,3.37,3.77,46.05,44.87,1.40E-04
2021-01-10 16:30,0,6.304,96.3,4.434,1011.587,181.30856,0.707,,,,-4.28554,-6.19658,3.379,3.414,3.511,3.851,5.304,3.4,3.79,45.28,44.93,
2021-01-10 17:00,0,6.301,96.4,4.412,1011.11,201.17809,1.696,,57,15.46475,-4.67471,-6.11559,3.387,3.432,3.541,3.869,5.307,3.42,3.79,45.17,44.93,0.00462
2021-01-10 17:30,0,6.376,96.3,4.605,1010.869,222.15786,1.746,,,,-4.76164,-5.5916,3.412,3.452,3.565,3.891,5.308,3.44,3.82,45.34,44.99,
2021-01-10 18:00,0,6.412,96.6,4.644,1010.817,224.62337,1.795,,52.8,15.94791,-4.44628,-5.15306,3.447,3.479,3.587,3.909,5.306,3.46,3.84,44.99,44.99,0.00523
2021-01-10 18:30,0,6.381,97.3,4.462,1010.637,218.89291,1.953,,,,-3.83946,-4.60684,3.484,3.51,3.611,3.926,5.306,3.48,3.84,45.34,45.05,
2021-01-10 19:00,0,6.321,97.8,4.242,1010.57,234.66118,2.066,,47.4,16.67,-3.28778,-4.29614,3.512,3.539,3.637,3.942,5.305,3.5,3.87,45.52,45.05,0
2021-01-10 19:30,0,6.319,98.9,4.069,1010.394,231.04452,2.307,,,,-3.04643,-4.41266,3.507,3.551,3.65,3.951,5.295,3.52,3.89,44.93,44.99,
2021-01-10 20:00,0,6.493,99.9,4.328,1010.128,224.14609,2.129,,54.7,15.72177,-2.99136,-4.14518,3.52,3.564,3.669,3.964,5.291,3.55,3.89,44.99,44.99,-0.00113
2021-01-10 20:30,0,6.609,99.9,4.593,1009.712,219.863,2.269,,,,-2.76471,-3.77668,3.543,3.579,3.686,3.978,5.289,3.57,3.91,45.22,44.99,
2021-01-10 21:00,0,6.633,99.9,4.648,1009.708,221.78341,1.71,,60.3,15.12466,-2.46738,-3.2921,3.577,3.607,3.704,3.99,5.287,3.6,3.93,44.76,44.99,-6.30E-04
2021-01-10 21:30,0,6.708,100,4.802,1009.229,212.18578,2.583,,,,-2.17038,-2.9071,3.614,3.636,3.728,4.008,5.287,3.62,3.94,44.41,45.05,
2021-01-10 22:00,0,6.683,99.4,4.838,1008.758,215.42556,2.393,,58.4,15.31656,-1.8651,-2.47725,3.65,3.665,3.748,4.02,5.285,3.65,3.96,44.99,45.05,-0.00125
2021-01-10 22:30,0,6.64,98.2,4.923,1008.63,232.0837,2.392,,,,-1.64348,-2.25538,3.683,3.696,3.772,4.038,5.287,3.67,3.98,44.47,44.99,
2021-01-10 23:00,0,6.593,97.2,4.971,1008.262,211.80966,2.333,,46.1,16.86398,-1.53278,-2.07713,3.707,3.72,3.795,4.051,5.287,3.7,3.99,44.12,45.05,-6.30E-04
2021-01-10 23:30,0,6.526,94.2,5.291,1007.844,216.13017,2.673,,,,-1.41737,-1.84509,3.736,3.746,3.816,4.067,5.287,3.73,3.99,44.24,44.99,
2021-01-11 0:00,0,6.425,92.7,5.297,1007.588,212.49545,2.412,,45.9,16.8946,-1.28257,-1.64262,3.768,3.772,3.837,4.082,5.288,3.77,4.02,43.38,45.05,0.00404
2021-01-11 0:30,0,6.328,90.9,5.365,1007.158,229.25613,1.881,,,,-0.62174,-1.00361,3.671,3.699,3.8,4.096,5.288,3.79,4.04,43.95,44.93,
2021-01-11 1:00,0,6.261,87.6,5.764,1006.793,245.46355,2.97,,53.3,15.88711,-0.77306,-1.20818,3.804,3.819,3.881,4.113,5.291,3.8,4.05,43.72,44.99,-4.60E-04
2021-01-11 1:30,0,6.119,84.7,5.929,1006.317,251.30402,3.364,,,,-1.32636,-1.6489,3.814,3.835,3.901,4.126,5.293,3.84,4.07,43.89,44.93,
2021-01-11 2:00,0,6.153,86.1,5.764,1006.267,255.56055,3.737,,56,15.57435,-1.51824,-1.73912,3.828,3.849,3.918,4.143,5.295,3.87,4.09,43.5,44.93,0.00881
2021-01-11 2:30,0,6.21,87,5.746,1006.275,244.24289,3.432,,,,-1.5437,-1.6992,3.844,3.862,3.934,4.158,5.297,3.88,4.1,43.38,44.93,
2021-01-11 3:00,0,6.154,87.2,5.573,1005.932,239.05747,3.386,,61.8,14.98017,-1.49387,-1.6883,3.857,3.883,3.952,4.173,5.298,3.89,4.11,42.71,44.93,0.00862
2021-01-11 3:30,0,6.166,87.6,5.533,1005.423,239.26689,4.127,,,,-1.49889,-1.72899,3.868,3.895,3.965,4.184,5.299,3.91,4.14,43.55,44.87,
2021-01-11 4:00,0,6.223,87.5,5.691,1005.159,236.25185,3.96,,44.3,17.14744,-1.46404,-1.71146,3.886,3.908,3.979,4.196,5.299,3.93,4.15,43.5,44.93,0.0124
2021-01-11 4:30,0,6.263,87.3,5.822,1004.89,234.31709,3.607,,,,-1.3262,-1.50279,3.906,3.923,3.991,4.205,5.297,3.96,4.16,43.33,44.93,
2021-01-11 5:00,0,6.296,87.2,5.921,1004.334,239.02272,4.575,,58.3,15.32695,-1.11744,-1.28362,3.934,3.943,4.002,4.214,5.297,3.96,4.17,43.1,44.82,0.01446
2021-01-11 5:30,0,6.352,87.3,6.037,1003.99,238.5716,4.895,,,,-0.87381,-1.00519,3.965,3.965,4.02,4.228,5.297,3.99,4.19,43.1,44.87,
2021-01-11 6:00,0,6.447,88.4,6.073,1003.62,239.613,4.542,,71.5,14.17156,-0.64812,-0.77898,3.997,3.987,4.034,4.234,5.295,4.01,4.19,42.87,44.82,0.01297
2021-01-11 6:30,0,6.5,88,6.267,1003.461,238.71403,4.747,,,,-0.47803,-0.56017,4.029,4.014,4.053,4.248,5.297,4.04,4.22,43.33,44.87,
2021-01-11 7:00,0,6.514,87.3,6.422,1003.514,237.32153,4.516,,51.4,16.12325,-0.20843,-0.04598,4.077,4.049,4.075,4.263,5.302,4.04,4.24,42.76,44.82,0.01586
2021-01-11 7:30,0,6.548,88.3,6.327,1003.142,233.22396,4.209,,,,0.16417,0.19913,4.124,4.087,4.105,4.281,5.311,4.09,4.24,42.71,44.82,
2021-01-11 8:00,0,6.541,88.4,6.294,1002.584,227.80114,4.469,,53.3,15.88711,0.32468,0.18608,4.152,4.119,4.127,4.294,5.313,4.1,4.26,42.71,44.82,0.01148
2021-01-11 8:30,0,6.59,87.7,6.529,1002.603,230.82089,3.747,,,,0.18543,0.21667,4.179,4.143,4.148,4.31,5.316,4.11,4.29,42.65,44.82,
2021-01-11 9:00,0,6.677,89.2,6.471,1002.196,229.78754,3.806,,,,0.26177,0.46101,4.208,4.165,4.166,4.32,5.314,4.14,4.3,43.1,44.82,0.014
2021-01-11 9:30,0,6.708,87.9,6.768,1001.902,237.62265,5.153,,,,0.55735,0.87566,4.257,4.2,4.191,4.337,5.319,4.16,4.32,42.59,44.7,
2021-01-11 10:00,0,6.78,87.7,6.966,1001.843,237.10859,5.332,,56.1,15.56324,1.16995,1.65467,4.315,4.236,4.212,4.347,5.319,4.2,4.34,42.26,44.76,0.02403
2021-01-11 10:30,0,6.781,86.7,7.146,1001.8,246.82517,5.037,,,,1.97775,2.40875,4.379,4.279,4.235,4.356,5.317,4.21,4.37,42.65,44.76,
2021-01-11 11:00,0,6.812,86.4,7.268,1001.207,244.22286,5.04,,51.7,16.08503,2.72332,3.05604,4.442,4.327,4.263,4.373,5.32,4.24,4.38,42.65,44.76,0.02888
2021-01-11 11:30,0,6.9,87.5,7.272,1001.188,242.1539,4.832,,,,3.41062,3.76639,4.508,4.377,4.296,4.39,5.323,4.29,4.4,42.31,44.7,
2021-01-11 12:00,0,6.927,87.8,7.279,1001.065,239.24236,4.575,,60.1,15.14438,4.11163,4.16782,4.57,4.431,4.333,4.408,5.329,4.32,4.44,42.59,44.76,0.02965
2021-01-11 12:30,0,6.921,89.9,6.903,1000.598,222.38853,4.261,,,,4.344,4.04471,4.615,4.479,4.37,4.43,5.334,4.36,4.47,42.43,44.7,
2021-01-11 13:00,0,6.893,90.7,6.703,1000.103,216.48379,4.643,,35.6,18.82154,4.21703,3.81665,4.643,4.516,4.405,4.448,5.339,4.39,4.49,42.31,44.64,0.02073
2021-01-11 13:30,0,6.997,92,6.715,999.4227,211.49111,4.293,,,,4.13796,3.75629,4.668,4.545,4.435,4.467,5.341,4.43,4.52,42.26,44.7,
2021-01-11 14:00,0,7.177,92.9,6.956,998.8978,216.90205,4.061,,64.1,14.76972,4.08699,3.81428,4.7,4.573,4.457,4.482,5.34,4.45,4.54,42.48,44.7,0.01602
2021-01-11 14:30,0,7.385,93.1,7.363,998.3311,224.61709,4.19,,,,4.08523,4.01166,4.743,4.604,4.484,4.499,5.34,4.49,4.56,42.2,44.76,
2021-01-11 15:00,0,7.469,92,7.721,998.175,230.35976,4.686,,52.2,16.02211,4.30504,4.64011,4.809,4.645,4.51,4.514,5.341,4.52,4.58,42.26,44.7,0.01457
2021-01-11 15:30,0,7.548,92.5,7.801,997.985,218.19848,3.765,,,,4.59653,4.97048,4.874,4.698,4.546,4.537,5.346,4.56,4.61,42.48,44.7,
2021-01-11 16:00,0,7.596,92.3,7.932,997.6122,220.03821,3.215,,60.6,15.09528,4.57564,4.94536,4.927,4.748,4.586,4.562,5.355,4.58,4.64,42.87,44.64,0.0085
2021-01-11 16:30,0,7.628,92.5,7.963,997.3894,220.82832,3.857,,,,4.42632,5.01186,4.975,4.794,4.622,4.587,5.362,4.61,4.67,42.26,44.59,
2021-01-11 17:00,0,7.69,93.1,7.989,997.1972,221.11043,3.952,,56.7,15.49729,4.36544,5.28013,5.023,4.837,4.657,4.607,5.367,4.64,4.68,42.43,44.64,0.00681
2021-01-11 17:30,0,7.625,93.9,7.724,996.8972,223.19073,3.321,,,,4.328,5.24568,5.051,4.875,4.687,4.626,5.368,4.66,4.72,42.43,44.64,
2021-01-11 18:00,0,7.617,93.3,7.807,996.6332,227.62276,3.584,,45.3,16.98775,3.81051,4.671,5.055,4.897,4.716,4.645,5.369,4.69,4.75,42.2,44.64,-0.00548
2021-01-11 18:30,0,7.696,93.3,7.968,996.7372,227.66613,3.124,,,,3.34009,4.52271,5.063,4.914,4.739,4.663,5.369,4.72,4.78,42.37,44.64,
2021-01-11 19:00,0,7.757,93,8.14,996.4955,231.02991,2.825,,52.3,16.00965,3.25675,4.47764,5.086,4.935,4.761,4.684,5.373,4.73,4.8,42.09,44.64,2.10E-04
2021-01-11 19:30,0,7.785,93.1,8.18,996.2183,232.77557,2.574,,,,3.28851,4.31441,5.11,4.963,4.792,4.709,5.381,4.75,4.83,42.48,44.64,
